loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category,first_name,last_name,age,gender,marital_status,education_level,occupation,annual_income,monthly_expenses,credit_score,num_dependents,years_employed,city,state,phone_number,email,has_existing_loan,num_credit_cards,registration_date,income_tier,savings_ratio,age_group,emi_to_income_ratio,loan_to_income_ratio,repayment_progress_pct,remaining_balance_pct
LOAN001284,CUST01074,Medical,Secured,279660.76,17.82,120,5006.71,2021-02-19,2030-12-29,Monthly,Active,146,244110.09,385589.01,7.0,15847.78,LO137,BR34,False,10.0,600805.2,321144.44,False,0.7253,Medium,Harish,Bhat,54,Male,Widowed,Diploma,Engineer,66928.97,8651.46,516.0,2,34.0,Chennai,Tamil Nadu,9495748400,aditya.tiwari770@example.com,False,7,2024-03-02,Low,-0.5512,51-60,0.8977,4.1785,121.67,0.8729
LOAN001285,CUST00107,Vehicle,Unsecured,166508.71,12.24,48,4404.46,2018-11-18,2022-10-28,Monthly,Active,116,14322.78,7280.94,17.0,11473.92,LO145,BR29,False,4.0,211414.08,44905.37,False,22.8691,Medium,Ravi,Mehta,28,Male,Single,Master'S,Engineer,78670.56,12420.97,478.0,4,39.0,Lucknow,Uttar Pradesh,9958416162,sunita.pillai367@example.com,True,0,2024-01-11,Low,-0.8946,21-30,0.6718,2.1165,241.67,0.086
LOAN001286,CUST01033,Education,Secured,160961.85,9.8,24,7412.72,2020-04-13,2022-04-03,Monthly,Defaulted,159,4897.83,293174.56,19.0,18997.72,LO153,BR11,False,2.0,177905.28,16943.43,True,0.549,High,Ravi,Singh,67,Male,Single,High School,Analyst,48573.54,9734.13,744.0,4,14.0,Lucknow,Uttar Pradesh,9152526165,sunita.patel159@example.com,False,7,2024-02-28,Low,-1.4048,60+,1.8313,3.3138,662.5,0.0304
LOAN001287,CUST00745,Education,Unsecured,90407.63,7.09,36,2795.25,2019-07-16,2022-06-30,Quarterly,Closed,29,54830.22,38975.68,0.0,29646.15,LO102,BR46,True,3.0,100629.0,10221.37,False,2.3196,Low,Rahul,Pandey,49,Male,Single,Master'S,Accountant,69592.9,13566.96,310.0,3,20.0,Ahmedabad,Gujarat,9827991473,rahul.gupta346@example.com,False,4,2023-10-12,Low,-1.3394,41-50,0.482,1.2991,80.56,0.6065
LOAN001288,CUST00700,Business,Unsecured,906932.5,14.07,240,11324.03,2023-11-04,2043-07-22,Monthly,Active,64,300250.28,1141032.46,11.0,33585.26,LO157,BR46,True,20.0,2717767.2,1810834.7,False,0.7948,Medium,Ananya,Nair,31,Female,Single,High School,Consultant,140130.83,25473.77,575.0,0,12.0,Kolkata,West Bengal,9300164147,amit.iyer367@example.com,True,0,2015-03-28,Low,-1.1814,31-40,0.9697,6.472,26.67,0.3311
LOAN001289,CUST01480,Home,Unsecured,733089.72,15.4,180,10461.81,2020-08-02,2035-05-16,Monthly,Defaulted,159,306385.84,90637.81,10.0,32258.5,LO141,BR33,True,15.0,1883125.8,1150036.08,True,8.0881,High,Kavya,Tiwari,60,Female,Single,Master'S,Teacher,208707.02,28186.73,325.0,5,1.0,Kolkata,West Bengal,9716529978,divya.tiwari131@example.com,True,5,2016-01-17,Low,-0.6206,51-60,0.6015,3.5125,88.33,0.4179
LOAN001290,CUST00323,Business,Secured,254349.53,20.4,240,4400.95,2021-06-03,2041-02-18,Monthly,Active,184,103192.3,41472.25,12.0,43163.28,LO138,BR14,False,20.0,1056228.0,801878.47,False,6.133,Medium,Harish,Nair,28,Female,Divorced,Bachelor'S,Nurse,107884.78,18103.56,368.0,3,27.0,Lucknow,Uttar Pradesh,9664596387,priya.iyer101@example.com,True,1,2021-03-11,Low,-1.0137,21-30,0.4895,2.3576,76.67,0.4057
LOAN001291,CUST00309,Personal,Unsecured,1408858.46,20.17,60,40790.41,2024-03-14,2029-02-16,Quarterly,Active,147,132887.0,29385.7,3.0,10937.87,LO181,BR21,False,5.0,2447424.6,1038566.14,False,47.9437,Low,Meera,Malhotra,66,Female,Divorced,Master'S,Analyst,109572.84,22016.13,387.0,3,30.0,Pune,Maharashtra,9291811951,swati.verma368@example.com,True,6,2016-02-10,Low,-1.4111,60+,4.4672,12.8577,245.0,0.0943
LOAN001292,CUST00850,Personal,Secured,265539.71,13.08,60,6052.72,2020-05-13,2025-04-17,Monthly,Active,84,947.03,300552.53,5.0,31837.31,LO104,BR22,False,5.0,363163.2,97623.49,False,0.8835,Low,Meera,Patel,24,Male,Single,High School,Designer,56776.48,11765.24,614.0,5,24.0,Hyderabad,Telangana,9897110135,nisha.pandey392@example.com,True,2,2016-06-18,Low,-1.4866,21-30,1.2793,4.6769,140.0,0.0036
LOAN001293,CUST00622,Education,Unsecured,645090.89,13.07,120,9658.55,2019-05-18,2029-03-26,Quarterly,Defaulted,82,579564.65,812014.18,12.0,5055.72,LO176,BR50,True,10.0,1159026.0,513935.11,True,0.7944,High,Ananya,Patel,62,Female,Married,Master'S,Accountant,139416.59,27857.5,872.0,4,3.0,Kolkata,West Bengal,9192142552,rohan.mehta125@example.com,False,6,2020-10-07,Low,-1.3978,60+,0.8313,4.6271,68.33,0.8984
LOAN001294,CUST00995,Wedding,Secured,422071.11,9.0,120,5346.62,2022-03-06,2032-01-13,Monthly,Active,221,91926.48,42597.36,12.0,27396.73,LO114,BR49,False,10.0,641594.4,219523.29,False,9.9084,Medium,Nisha,Nair,51,Male,Single,Diploma,Doctor,170095.38,39609.34,780.0,4,14.0,Chennai,Tamil Nadu,9294020880,rahul.pillai779@example.com,False,7,2017-12-17,Low,-1.7944,51-60,0.3772,2.4814,184.17,0.2178
LOAN001295,CUST00145,Travel,Unsecured,169464.99,10.49,12,14937.31,2019-08-05,2020-07-30,Monthly,Active,113,72205.47,98454.04,5.0,29197.92,LO145,BR41,True,1.0,179247.72,9782.73,False,1.7213,Low,Kiran,Mehta,35,Male,Widowed,Bachelor'S,Designer,75395.41,12980.91,776.0,0,11.0,Chennai,Tamil Nadu,9927850618,deepak.pillai852@example.com,True,5,2016-01-29,Low,-1.0661,31-40,2.3774,2.2477,941.67,0.4261
LOAN001296,CUST00740,Travel,Secured,310483.86,20.85,60,8373.45,2018-05-27,2023-05-01,Quarterly,Defaulted,219,301767.27,528725.71,3.0,10811.86,LO193,BR21,False,5.0,502407.0,191923.14,True,0.5872,High,Sachin,Kumar,53,Male,Divorced,Diploma,Nurse,216194.66,37362.5,682.0,1,38.0,Kolkata,West Bengal,9247382533,suresh.kumar94@example.com,True,7,2024-03-15,Low,-1.0738,51-60,0.4648,1.4361,365.0,0.9719
LOAN001297,CUST00821,Home,Unsecured,361558.53,8.69,180,3600.79,2020-08-20,2035-06-03,Monthly,Closed,95,298923.06,73257.81,2.0,19584.66,LO104,BR44,True,15.0,648142.2,286583.67,False,4.9354,Low,Lakshmi,Reddy,37,Male,Married,High School,Designer,102371.67,27129.2,597.0,0,20.0,Lucknow,Uttar Pradesh,9838066391,swati.kumar98@example.com,False,6,2016-04-01,Low,-2.1801,31-40,0.4221,3.5318,52.78,0.8268
LOAN001298,CUST00412,Medical,Unsecured,94521.83,21.51,120,1922.3,2022-12-09,2032-10-17,Quarterly,Closed,157,10201.82,40936.87,14.0,41359.64,LO168,BR23,False,10.0,230676.0,136154.17,False,2.309,Medium,Pooja,Kumar,66,Male,Married,Phd,Businessman,66352.22,10454.23,594.0,1,19.0,Delhi,Delhi,9542750235,sneha.tiwari895@example.com,False,5,2024-01-18,Low,-0.8907,60+,0.3477,1.4245,130.83,0.1079
LOAN001299,CUST00114,Personal,Secured,337857.82,14.32,24,16272.65,2023-02-02,2025-01-22,Monthly,Active,86,171807.13,286767.78,10.0,7420.45,LO194,BR32,False,2.0,390543.6,52685.78,False,1.1782,Medium,Meera,Mehta,61,Male,Married,Phd,Accountant,141014.96,27276.85,425.0,5,16.0,Mumbai,Maharashtra,9454601784,divya.gupta200@example.com,True,0,2016-11-01,Low,-1.3212,60+,1.3848,2.3959,358.33,0.5085
LOAN001300,CUST00575,Business,Secured,668475.9,13.58,180,8714.54,2019-04-13,2034-01-24,Bi-Annual,Active,218,488040.23,1126079.88,1.0,21725.31,LO150,BR16,True,15.0,1568617.2,900141.3,False,0.5936,Low,Priya,Tiwari,69,Female,Married,Master'S,Businessman,45995.79,7461.22,529.0,3,25.0,Delhi,Delhi,9310560020,suresh.iyer401@example.com,False,7,2023-08-06,Low,-0.9466,60+,2.2736,14.5334,121.11,0.7301
LOAN001301,CUST00399,Education,Secured,154318.81,9.21,24,7064.89,2018-03-29,2020-03-18,Monthly,Under Review,228,107775.14,78656.01,16.0,46636.65,LO131,BR19,True,2.0,169557.36,15238.55,False,1.9619,Medium,Arjun,Iyer,49,Male,Single,High School,Engineer,135056.86,23642.53,629.0,2,15.0,Kolkata,West Bengal,9531168733,lakshmi.verma789@example.com,False,0,2019-03-25,Low,-1.1007,41-50,0.6277,1.1426,950.0,0.6984
LOAN001302,CUST01299,Business,Secured,226763.46,16.75,12,20655.01,2023-08-06,2024-07-31,Monthly,Closed,186,172531.13,452228.48,1.0,25205.45,LO122,BR48,False,1.0,247860.12,21096.66,False,0.5014,Low,Sunita,Mehta,28,Female,Single,Master'S,Accountant,172865.71,22318.54,488.0,2,3.0,Ahmedabad,Gujarat,9601304182,rohan.sharma856@example.com,True,7,2016-07-01,Low,-0.5493,21-30,1.4338,1.3118,1550.0,0.7608
LOAN001303,CUST00124,Travel,Secured,110449.88,13.63,36,3755.1,2018-05-19,2021-05-03,Quarterly,Closed,217,50525.81,78477.25,0.0,36256.69,LO110,BR33,True,3.0,135183.6,24733.72,False,1.4074,Low,Suresh,Shah,44,Male,Single,Master'S,Manager,58150.14,9614.66,417.0,3,13.0,Lucknow,Uttar Pradesh,9604816257,sunita.iyer203@example.com,False,0,2024-01-08,Low,-0.9841,41-50,0.7749,1.8994,602.78,0.4575
LOAN001304,CUST00086,Education,Unsecured,182364.32,12.25,36,6078.9,2021-01-12,2023-12-28,Quarterly,Under Review,189,32082.07,140948.89,4.0,41343.3,LO168,BR46,False,3.0,218840.4,36476.08,False,1.2938,Low,Vikram,Patel,38,Male,Married,Bachelor'S,Nurse,66200.08,14324.76,689.0,0,6.0,Bengaluru,Karnataka,9674420474,naveen.verma478@example.com,True,2,2023-07-01,Low,-1.5966,31-40,1.1019,2.7547,525.0,0.1759
LOAN001305,CUST00047,Education,Unsecured,194043.43,10.6,84,3281.83,2021-02-12,2028-01-07,Monthly,Closed,66,90205.44,47387.81,19.0,10188.72,LO112,BR21,False,7.0,275673.72,81630.29,False,4.0948,Medium,Divya,Bhat,34,Female,Single,Phd,Nurse,390443.7475,61480.41,612.0,4,7.0,Mumbai,Maharashtra,9382372922,sunita.mehta656@example.com,False,6,2017-06-02,Lower-Mid,-0.8896,31-40,0.1009,0.497,78.57,0.4649
LOAN001306,CUST00944,Home,Unsecured,948398.44,7.53,36,29514.16,2022-04-23,2025-04-07,Bi-Annual,Active,30,614455.26,1290197.26,16.0,10910.86,LO116,BR38,True,3.0,1062509.76,114111.32,False,0.7351,Medium,Rahul,Malhotra,45,Male,Divorced,Master'S,Consultant,65000.36,11508.61,746.0,1,30.0,Jaipur,Rajasthan,9588212379,lakshmi.iyer961@example.com,False,7,2015-02-06,Low,-1.1247,41-50,5.4487,14.5907,83.33,0.6479
LOAN001307,CUST01225,Education,Secured,208198.68,14.55,120,3301.83,2021-05-15,2031-03-24,Monthly,Active,65,126708.07,101378.26,0.0,37929.57,LO193,BR21,False,10.0,396219.6,188020.92,False,2.0537,Low,Deepak,Mehta,35,Male,Married,Bachelor'S,Designer,102371.67,10907.63,597.0,4,20.0,Hyderabad,Telangana,9502911719,rohan.dubey890@example.com,False,5,2023-09-21,Low,-0.2786,31-40,0.387,2.0338,54.17,0.6086
LOAN001308,CUST01300,Personal,Unsecured,175561.2,11.35,180,2034.18,2018-12-13,2033-09-25,Bi-Annual,Active,53,12380.94,220809.5,6.0,37665.34,LO118,BR42,False,15.0,366152.4,190591.2,False,0.7951,Medium,Ravi,Verma,49,Male,Divorced,Master'S,Teacher,81209.07,12755.89,714.0,4,28.0,Kolkata,West Bengal,9149542207,aditya.kumar910@example.com,False,7,2016-03-27,Low,-0.8849,41-50,0.3006,2.1618,29.44,0.0705
LOAN001309,CUST01154,Medical,Unsecured,248907.03,17.47,36,8932.55,2018-09-02,2021-08-17,Monthly,Active,9,16167.12,111091.05,2.0,3009.17,LO181,BR19,False,3.0,321571.8,72664.77,False,2.2406,Low,Pooja,Pillai,44,Female,Single,Bachelor'S,Manager,93827.05,16537.78,746.0,0,17.0,Hyderabad,Telangana,9112130346,naveen.iyer771@example.com,False,1,2020-09-26,Low,-1.1151,41-50,1.1424,2.6528,25.0,0.065
LOAN001310,CUST01472,Education,Secured,68449.48,17.71,240,1041.14,2021-02-17,2040-11-04,Monthly,Defaulted,165,66071.4,53099.31,15.0,16124.91,LO163,BR38,False,20.0,249873.6,181424.12,True,1.2891,High,Pooja,Gupta,22,Male,Divorced,High School,Consultant,79283.25,13567.34,740.0,1,5.0,Kolkata,West Bengal,9845319806,sneha.mishra607@example.com,False,7,2021-05-02,Low,-1.0535,21-30,0.1576,0.8634,68.75,0.9653
LOAN001311,CUST00804,Vehicle,Unsecured,40661.17,11.65,12,3606.04,2022-04-22,2023-04-17,Monthly,Active,82,6172.59,69666.58,15.0,19926.62,LO155,BR11,True,1.0,43272.48,2611.31,False,0.5837,Medium,Harish,Reddy,69,Female,Married,High School,Teacher,64733.69,8177.87,850.0,4,24.0,Ahmedabad,Gujarat,9936560721,kavya.nair907@example.com,True,5,2015-08-02,Low,-0.516,60+,0.6685,0.6281,683.33,0.1518
LOAN001312,CUST00389,Personal,Secured,88814.73,16.87,36,3160.74,2023-07-22,2026-07-06,Bi-Annual,Defaulted,158,26152.6,131251.46,11.0,41452.02,LO135,BR49,False,3.0,113786.64,24971.91,True,0.6767,High,Vikram,Verma,62,Female,Single,Phd,Nurse,171095.49,23726.81,711.0,1,23.0,Bengaluru,Karnataka,9824230874,arjun.sharma740@example.com,False,7,2018-09-28,Low,-0.6641,60+,0.2217,0.5191,438.89,0.2945
LOAN001313,CUST00576,Education,Unsecured,347765.04,10.51,36,11304.85,2018-03-19,2021-03-03,Monthly,Closed,28,266956.44,107522.62,8.0,21093.11,LO144,BR12,False,3.0,406974.6,59209.56,False,3.2343,Medium,Rohan,Joshi,59,Female,Married,Bachelor'S,Professor,221293.18,50825.87,557.0,1,36.0,Hyderabad,Telangana,9702549133,vikram.bhat628@example.com,False,6,2024-08-14,Low,-1.7561,51-60,0.613,1.5715,77.78,0.7676
LOAN001314,CUST01287,Personal,Unsecured,267763.25,17.77,120,4785.12,2022-04-17,2032-02-24,Bi-Annual,Under Review,152,109696.47,325443.83,13.0,46296.44,LO158,BR44,False,10.0,574214.4,306451.15,False,0.8228,Medium,Sunita,Mishra,39,Female,Single,Phd,Accountant,98508.21,13969.08,577.0,1,37.0,Lucknow,Uttar Pradesh,9593243074,harish.rao999@example.com,False,5,2017-06-17,Low,-0.7017,31-40,0.5829,2.7182,126.67,0.4097
LOAN001315,CUST00632,Home,Unsecured,537822.63,6.75,60,10586.21,2022-04-25,2027-03-30,Quarterly,Defaulted,31,97595.9,676194.34,11.0,49830.39,LO188,BR17,True,5.0,635172.6,97349.97,True,0.7954,High,Amit,Patel,38,Female,Married,High School,Manager,90505.11,13267.72,469.0,2,26.0,Pune,Maharashtra,9114746008,rahul.gupta462@example.com,True,2,2017-07-15,Low,-0.7592,31-40,1.4036,5.9425,51.67,0.1815
LOAN001316,CUST01302,Vehicle,Unsecured,79515.18,8.85,48,1973.08,2022-12-24,2026-12-03,Monthly,Closed,16,37152.07,14403.14,15.0,39036.31,LO179,BR29,True,4.0,94707.84,15192.66,False,5.5207,Medium,Kiran,Malhotra,23,Male,Married,Bachelor'S,Manager,216235.74,52266.62,480.0,0,0.0,Mumbai,Maharashtra,9658966058,pooja.bhat143@example.com,True,3,2018-12-01,Low,-1.9005,21-30,0.1095,0.3677,33.33,0.4672
LOAN001317,CUST00714,Home,Unsecured,227919.88,10.3,24,10548.93,2018-07-01,2020-06-20,Monthly,Defaulted,114,129675.01,212332.74,16.0,33319.33,LO131,BR28,True,2.0,253174.32,25254.44,True,1.0734,High,Aditya,Tiwari,23,Female,Married,Bachelor'S,Consultant,13214.02,1947.32,657.0,3,6.0,Chennai,Tamil Nadu,9899283454,rekha.dubey831@example.com,True,3,2021-09-11,Low,-0.7684,21-30,9.5798,17.2483,475.0,0.5689
LOAN001318,CUST01070,Business,Unsecured,75097.49,18.48,120,1376.44,2020-07-08,2030-05-17,Monthly,Closed,44,34001.64,39151.08,11.0,19594.86,LO193,BR16,False,10.0,165172.8,90075.31,False,1.9181,Medium,Ravi,Dubey,64,Male,Single,High School,Analyst,143070.2,34454.22,359.0,2,21.0,Bengaluru,Karnataka,9199993584,swati.reddy981@example.com,True,5,2018-06-24,Low,-1.8898,60+,0.1154,0.5249,36.67,0.4528
LOAN001319,CUST01192,Home,Secured,332320.92,7.53,36,10341.83,2020-04-22,2023-04-07,Monthly,Closed,48,305385.01,310474.24,3.0,3351.97,LO167,BR32,False,3.0,372305.88,39984.96,False,1.0704,Low,Aditya,Malhotra,67,Female,Married,Diploma,Designer,59281.25,12889.04,789.0,0,38.0,Pune,Maharashtra,9266844758,ananya.bhat175@example.com,False,4,2021-10-12,Low,-1.6091,60+,2.0934,5.6058,133.33,0.9189
LOAN001320,CUST01469,Wedding,Secured,89114.85,9.41,120,1148.74,2022-04-03,2032-02-10,Monthly,Closed,86,25370.93,138497.13,16.0,28656.94,LO172,BR21,False,10.0,137848.8,48733.95,False,0.6434,Medium,Divya,Tiwari,54,Female,Married,Master'S,Accountant,43102.41,7089.12,401.0,5,30.0,Mumbai,Maharashtra,9945385686,kiran.sharma92@example.com,False,4,2018-01-07,Low,-0.9737,51-60,0.3198,2.0675,71.67,0.2847
LOAN001321,CUST00622,Medical,Unsecured,220864.65,12.06,120,3176.43,2020-01-26,2029-12-04,Bi-Annual,Closed,145,146064.9,69907.88,0.0,18085.25,LO158,BR47,True,10.0,381171.6,160306.95,False,3.1594,Low,Ananya,Patel,62,Female,Married,Master'S,Accountant,139416.59,27857.5,872.0,4,3.0,Kolkata,West Bengal,9192142552,rohan.mehta125@example.com,False,6,2020-10-07,Low,-1.3978,60+,0.2734,1.5842,120.83,0.6613
LOAN001322,CUST00046,Education,Unsecured,316512.34,6.64,24,14119.47,2022-11-01,2024-10-21,Monthly,Active,74,35542.67,78054.61,16.0,17544.9,LO105,BR43,True,2.0,338867.28,22354.94,False,4.055,Medium,Naveen,Rao,45,Male,Single,Bachelor'S,Professor,48445.7,7874.44,808.0,1,29.0,Jaipur,Rajasthan,9336859315,pooja.singh206@example.com,True,0,2024-04-17,Low,-0.9505,41-50,3.4974,6.5333,308.33,0.1123
LOAN001323,CUST00724,Personal,Secured,196229.59,18.31,120,3575.02,2023-12-22,2033-10-30,Bi-Annual,Active,122,76978.01,105695.73,10.0,34385.46,LO109,BR20,True,10.0,429002.4,232772.81,False,1.8566,Medium,Rahul,Mishra,32,Male,Married,Diploma,Accountant,36433.08,5828.8,491.0,0,27.0,Pune,Maharashtra,9638214657,meera.sharma316@example.com,False,6,2019-10-23,Low,-0.9198,31-40,1.1775,5.386,101.67,0.3923
LOAN001324,CUST00540,Education,Unsecured,43933.82,15.18,84,852.22,2018-08-03,2025-06-27,Monthly,Active,123,32554.66,83674.2,18.0,23181.97,LO141,BR16,False,7.0,71586.48,27652.66,False,0.5251,Medium,Ananya,Sharma,33,Male,Single,Phd,Manager,179635.96,33745.99,683.0,5,26.0,Delhi,Delhi,9717675194,rahul.patel470@example.com,False,4,2022-06-01,Low,-1.2543,31-40,0.0569,0.2446,146.43,0.741
LOAN001325,CUST00087,Business,Secured,1014459.17,20.46,48,31119.53,2021-06-03,2025-05-13,Monthly,Active,51,228067.61,1517274.26,17.0,37604.69,LO147,BR41,False,4.0,1493737.44,479278.27,False,0.6686,Medium,Suresh,Gupta,67,Male,Married,Bachelor'S,Designer,102371.67,3848.78,597.0,2,20.0,Pune,Maharashtra,9123762858,aditya.sharma639@example.com,False,0,2019-05-23,Low,0.5488,60+,3.6478,9.9096,106.25,0.2248
LOAN001326,CUST00803,Personal,Unsecured,180249.86,6.98,60,3567.46,2018-05-09,2023-04-13,Monthly,Active,147,106306.15,7013.83,19.0,19908.66,LO104,BR22,True,5.0,214047.6,33797.74,False,25.6992,Medium,Lakshmi,Pandey,21,Male,Married,Bachelor'S,Consultant,129004.18,22021.7,431.0,4,0.0,Chennai,Tamil Nadu,9263162642,lakshmi.tiwari69@example.com,True,2,2015-01-03,Low,-1.0485,21-30,0.3318,1.3972,245.0,0.5898
LOAN001327,CUST01409,Business,Secured,74042.47,10.71,180,828.13,2024-01-28,2038-11-10,Quarterly,Defaulted,189,11360.86,59382.78,1.0,7543.17,LO118,BR48,False,15.0,149063.4,75020.93,True,1.2469,High,Ananya,Dubey,62,Female,Married,Phd,Lawyer,20861.75,4708.94,751.0,4,18.0,Kolkata,West Bengal,9377082043,pooja.shah165@example.com,False,0,2019-03-27,Low,-1.7087,60+,0.4764,3.5492,105.0,0.1534
LOAN001328,CUST00265,Home,Secured,493341.45,17.83,60,12482.05,2021-11-25,2026-10-30,Monthly,Closed,140,50667.0,253970.18,8.0,23067.38,LO177,BR19,True,5.0,748923.0,255581.55,False,1.9425,Medium,Ravi,Nair,48,Male,Single,Diploma,Doctor,208521.23,30878.62,630.0,0,24.0,Kolkata,West Bengal,9681544961,rekha.tiwari314@example.com,False,2,2016-05-18,Low,-0.777,41-50,0.7183,2.3659,233.33,0.1027
LOAN001329,CUST01046,Home,Secured,508314.58,16.96,36,18112.68,2018-04-17,2021-04-01,Bi-Annual,Active,87,265966.84,648756.38,8.0,47550.63,LO192,BR49,False,3.0,652056.48,143741.9,False,0.7835,Medium,Kiran,Singh,30,Female,Single,Master'S,Professor,369334.83,72871.72,490.0,1,31.0,Chennai,Tamil Nadu,9420449171,aditya.dubey426@example.com,False,4,2020-01-02,Lower-Mid,-1.3677,21-30,0.5885,1.3763,241.67,0.5232
LOAN001330,CUST00703,Personal,Secured,210713.63,10.27,24,9749.64,2021-10-09,2023-09-29,Monthly,Closed,170,142234.02,193558.36,11.0,40076.23,LO181,BR31,False,2.0,233991.36,23277.73,False,1.0886,Medium,Rekha,Shah,55,Male,Married,Master'S,Teacher,149035.47,18642.5,567.0,3,27.0,Chennai,Tamil Nadu,9591759000,vikram.pandey732@example.com,False,2,2018-11-10,Low,-0.5011,51-60,0.785,1.4138,708.33,0.675
LOAN001331,CUST01474,Home,Secured,917124.56,15.73,84,18075.24,2020-12-11,2027-11-05,Bi-Annual,Defaulted,83,103971.72,1522081.7899999998,12.0,10287.46,LO112,BR39,True,7.0,1518320.16,601195.6,True,0.6025,High,Kiran,Verma,29,Female,Single,High School,Lawyer,93569.97,11779.84,775.0,4,20.0,Ahmedabad,Gujarat,9285849093,ananya.bhat193@example.com,False,6,2021-04-28,Low,-0.5107,21-30,2.3181,9.8015,98.81,0.1134
LOAN001332,CUST00232,Vehicle,Secured,148366.86,18.8,84,3188.31,2020-06-05,2027-04-30,Quarterly,Closed,105,136167.58,64978.29,15.0,19565.03,LO148,BR45,True,7.0,267818.04,119451.18,False,2.2833,Medium,Ravi,Malhotra,37,Male,Single,High School,Doctor,185835.68,24776.49,353.0,3,19.0,Kolkata,West Bengal,9484579421,rahul.dubey384@example.com,True,0,2019-06-01,Low,-0.5999,31-40,0.2059,0.7984,125.0,0.9178
LOAN001333,CUST00186,Home,Secured,308821.55,7.02,120,3588.86,2018-04-23,2028-03-01,Quarterly,Closed,91,69723.34,363085.46,12.0,46389.6,LO165,BR34,True,10.0,430663.2,121841.65,False,0.8505,Medium,Ravi,Pillai,33,Male,Single,High School,Businessman,321000.03,69919.64,702.0,5,19.0,Ahmedabad,Gujarat,9109588354,rekha.tiwari614@example.com,True,2,2022-02-03,Lower-Mid,-1.6138,31-40,0.1342,0.9621,75.83,0.2258
LOAN001334,CUST00326,Medical,Secured,403786.4,17.62,180,6392.57,2021-10-28,2036-08-10,Monthly,Active,98,48444.4,565470.56,13.0,6184.95,LO192,BR38,True,15.0,1150662.6,746876.2,False,0.7141,Medium,Meera,Gupta,37,Male,Single,Master'S,Nurse,28205.34,3540.36,439.0,4,16.0,Mumbai,Maharashtra,9733830783,sneha.nair369@example.com,False,4,2019-01-10,Low,-0.5063,31-40,2.7197,14.316,54.44,0.12
LOAN001335,CUST01207,Business,Secured,900944.17,10.41,48,23028.08,2022-11-13,2026-10-23,Monthly,Active,20,182620.4,1487575.03,6.0,12697.51,LO110,BR17,False,4.0,1105347.84,204403.67,False,0.6056,Medium,Rohan,Pandey,29,Female,Divorced,High School,Designer,68081.32,12979.35,802.0,1,35.0,Hyderabad,Telangana,9878424329,lakshmi.verma218@example.com,False,0,2024-03-02,Low,-1.2877,21-30,4.0589,13.2334,41.67,0.2027
LOAN001336,CUST00397,Education,Unsecured,56689.97,21.19,180,1045.83,2022-10-18,2037-07-31,Quarterly,Closed,5,9613.06,46142.35,1.0,13111.13,LO143,BR45,False,15.0,188249.4,131559.43,False,1.2286,Low,Sunita,Verma,68,Female,Married,Bachelor'S,Designer,102371.67,26032.87,597.0,2,20.0,Pune,Maharashtra,9293699305,ananya.iyer193@example.com,False,7,2015-02-10,Low,-2.0516,60+,0.1226,0.5538,2.78,0.1696
LOAN001337,CUST01427,Personal,Unsecured,1408858.46,14.84,12,42831.4725,2018-08-22,2019-08-17,Monthly,Active,198,152202.48,1522081.7899999998,11.0,28546.64,LO181,BR14,False,1.0,513977.67,-894880.79,False,0.9256,Medium,Naveen,Gupta,60,Female,Single,Master'S,Designer,102371.67,32995.14,597.0,3,20.0,Kolkata,West Bengal,9283396760,harish.dubey140@example.com,False,3,2020-04-02,Low,-2.8677,51-60,5.0207,13.7622,1650.0,0.108
LOAN001338,CUST01487,Personal,Secured,686319.24,7.02,84,10365.11,2019-03-24,2026-02-15,Monthly,Active,220,547572.42,416186.01,16.0,20536.67,LO195,BR31,False,7.0,870669.24,184350.0,False,1.6491,Medium,Naveen,Joshi,64,Female,Divorced,Master'S,Analyst,224156.98,37229.78,850.0,4,19.0,Delhi,Delhi,9449372065,arjun.bhat2@example.com,True,2,2020-08-10,Low,-0.9931,60+,0.5549,3.0618,261.9,0.7978
LOAN001339,CUST01441,Business,Secured,384448.38,12.75,84,6941.72,2024-03-16,2031-02-08,Quarterly,Defaulted,52,190508.69,334836.16,4.0,3993.53,LO138,BR25,True,7.0,583104.48,198656.1,True,1.1482,High,Divya,Dubey,21,Male,Married,Phd,Consultant,382334.38,62933.28,807.0,3,33.0,Ahmedabad,Gujarat,9449899956,nisha.singh785@example.com,True,4,2017-03-08,Lower-Mid,-0.9752,21-30,0.2179,1.0055,61.9,0.4955
LOAN001340,CUST01226,Personal,Unsecured,141531.59,21.48,36,5367.16,2022-05-09,2025-04-23,Monthly,Closed,86,54987.77,253519.06,19.0,31459.07,LO154,BR33,True,3.0,193217.76,51686.17,False,0.5583,Medium,Divya,Rao,41,Female,Widowed,Bachelor'S,Businessman,182886.8,31097.19,632.0,1,2.0,Ahmedabad,Gujarat,9772710898,suresh.sharma652@example.com,False,0,2022-05-10,Low,-1.0404,41-50,0.3522,0.7739,238.89,0.3885
